"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10256","TC001-Login & Logout","chromium","2026-06-22","passed","2026-06-22","","TC_001.spec.ts","",""
